epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3027.3,1.94114,4.28445,2.08202,0.61362,0.12779,0.10605,0.06352,1.67674,2.52811,1.82219,0.003333,0.003333,0.003333
2,5821.97,1.92512,3.30855,2.06491,0.40562,0.13088,0.09719,0.05172,1.79227,2.6142,1.98185,0.00662233,0.00662233,0.00662233
